example_id,conversation_root,message_count,conversation,support_type,intent,escalation,notes
184,459215,5,"1. @224069 You'll accrue 50% of EQMs and EQSs as well as EQDs, based on the dollar value of the ticket.
2. @AmericanAir How can I get an extend hold?
3. @224069 Extended holds are offered on our website only when you make the reservation.
4. @AmericanAir  https://t.co/OdEB4CwOII
5. @AmericanAir with basic economy fares, do you only get EQS on only AA operated flights?",SUPPORT,Loyalty / AAdvantage,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
185,360335,5,"1. @201339 The info we currently have is still for 9p, you can keep track of any changes online or by following up with us here.
2. @AmericanAir Yes, but how am I supposed to believe that when your own app says the plane that’ll fly AA185 lands 72min after the expected 9pm departure?
3. @201339 Our agents are looking into this. We may use another inbound aircraft. Since it's too early for departure, feel free to check back with us.
4. @AmericanAir Unfortunately your operations weren’t smAArt enough to use another inbound craft, so I had a nice &gt;3hr delAAy, which I’m super hAAppy about.
5. @AmericanAir Can you give a realistic departure time for AA185? Even your app says the incoming flight arrives &gt;1hr after 185 ETD.",SUPPORT,Flight Disruption,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
186,347191,4,"1. @198685 You're well loved and we're honored to have you as loyal elite customer. If you need anything we're here to help!
2. @AmericanAir Thank you. I know how you folks on social media feel. I rarely feel it on the plane. Thanks for your kindness.
3. @AmericanAir @198685 Unless the help you need is anything but the most basic of corporate responses to actual concerns about our business model and culture.
4. I received more appreciation on one flight for my business from @131657 than I have for many flights from @AmericanAir —and I’m an EP.",SUPPORT,Other / General Support,ESCALATE,Support issue likely requires case-specific or human handling.
187,40900,4,"1. @124958 We know delays aren't fun and we do our best to avoid them if we can. What's your flight number? We'll get an update.
2. @AmericanAir 4868
3. @124958 We're showing it was delayed due to air traffic congestion, but that you're in the air now. Have a great flight!
4. Been sitting on this plane for over an hour. Not a great look, @AmericanAir.. 😐☹️👎",SUPPORT,Flight Disruption,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
188,301662,4,"1. @187969 We have some of the best crew in the business! Thanks for the shout-out!
2. Huge respect for @AmericanAir Flight Attendent handling entitled passenger who was ignoring her during her briefing of folks in the emergency exit aisles. She's my shero.
3. @187969 Any way you spell it, she sounds like a #shero to us too!
4. @AmericanAir Should have been Attendant - typo or not, she's still my shero",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
189,429637,3,"1. @154289 Good morning. Have a lovely hop over the lake to Chicago!
2. @AmericanAir Thanks it’s fun looking out over Lake Michigan!
3. Quick flight on @AmericanAir Detroit Chicago #goingforgreat #americanairlines #travel… https://t.co/lqzTUkMRn6 https://t.co/DUYNwt8N4N",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
190,501117,2,"1. @234708 What has you upset with us today? We'd like to help if we can.
2. Lack of competition has consequences. @AmericanAir sucks because it can &amp; keep prospering. #unhappycustomer",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
191,157192,5,"1. @152101 This concerns us deeply. Did he speak with a baggage agent at the airport to open a claim?
2. @AmericanAir He arrived international and brought his own bag through customs in Chicago. Bag had not been tampered with. Then he hands it over to @AmericanAir and you guys pulled it off the plane to load military bags, left his overnight in Chicago, and somebody opened the bag. Disgraceful.
3. @152101 Please have your friend reach out to our Baggage Services. He can contact them at 800-535-5225.
4. @AmericanAir The bags were removes feom the flight. The luggage did not arrive until yesterday. It was delivered to the house. There was no baggage agent tonopen a claim. Only after the bag was delivered did he discover his late wife's items were missing. Somebody went through the bag. https://t.co/UlHaMP1dH3
5. @AmericanAir seriously upset that you took an elderly man's luggage off flight AA3183 NOVEMBER 21st ORD&gt;GRB and left it overnight. Someone cut open the luggage and stole his dead wife's wedding band.  Disgusting treatment and such disrespect.",SUPPORT,Baggage,ESCALATE,Support issue likely requires case-specific or human handling.
192,499427,9,"1. @234271 If you're checking a bag, any device with lithium batteries will need to be removed. We'll still accept them as carry on bags though.
2. @AmericanAir thanks!
3. @139617 @AmericanAir @6954 If I CAN be removed easily (read @214505) do you HAVE to take it out? Even as carry-on?
4. @234271 @AmericanAir @6954 Shoot. The AA release was slightly unclear. If the battery cannot be removed, it will not be allowed on the plane even as carry-on bag!
5. @234271 @AmericanAir @6954 Right right. But those are examples of the features of a smart bag. I'm guessing that @6954 qualifies as such, but the ban only applies to checked bags.
6. @139617 @AmericanAir @6954 “Bluetooth” &amp; “GPS”
7. @234271 @AmericanAir @6954 Smart luggage can still be carried on. I'm working off little sleep. Can you point me to where that's unclear? 😬
8. @139617 @AmericanAir So if I’m reading this right, @6954 in luggage tag is now a carry-on no go?
9. #BreakingNews: @AmericanAir bans ""smart bags"" / ""smart luggage"" from checked bags: https://t.co/6ZZQobuprz",SUPPORT,Baggage,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
193,254218,2,"1. @176422 That's quite a nice view! We love pics of our #prettybirds.
2. @AmericanAir my view https://t.co/tfHIFzWl2u",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
194,281233,7,"1. @183012 We have a keen eye on the approaching storm and have added options for changes. See details at: https://t.co/kNkPUilgez
2. @AmericanAir Even our Airbnb cancelled with full refund, we now have no place to stay and can’t change our travel dates.
3. @183012 Please send your record locator via DM and we'll be happy to take a look!
4. @AmericanAir Sent
5. @183012 We've responded to your DM!
6. @AmericanAir The options only work for those who can change their travel dates, tried to change destination as travel dates are strict and no help.
7. @AmericanAir when are you going to cancel flights to MSY knowing that it is in line for a direct hit and is under a state of emergency?",SUPPORT,Flight Disruption,ESCALATE,Support issue likely requires case-specific or human handling.
195,181689,2,"1. @158688 We only want to be the best for you, Gina. How can we help? Meet us in DM with more info.
2. How DO you do it, @AmericanAir? I pay for a 1st class seat and you manage to botch it. Again. Livid. How did you get so bad?",SUPPORT,Seats & Upgrades,ESCALATE,Support issue likely requires case-specific or human handling.
196,225061,4,"1. @169765 We're sorry for the wait, KC. We always want to get you on your way on time.
2. @AmericanAir Not really.... maybe made up a little bit but nobody was manning the gate sat On the tarmac waiting
3. @169765 Our sincere apologies for the extra time. We're glad to see you're now in the air! Our captain is going to make up some time in the air.
4. Dear @AmericanAir  why such a delay on take off of AA452.... @11242 is going to miss their first period against @4395 hockey",SUPPORT,Flight Disruption,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
197,338703,2,"1. @196659 We're sorry this was your experience. Please let us know if we can help in someway.
2. @AmericanAir is the worst!!! If you have a chance DONT book with them. Terrible experience all around.",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
198,401799,3,"1. @211025 We offer different seating options for our customers to choose from. Please check out the info here: https://t.co/N9kHMrvr7b
2. @AmericanAir No thanks. Half my flights you couldnt assign us till we got to the gate. Bye felicia
3. @AmericanAir you have the worst planes and highest prices in the us. Stop putting seats in back against a wall. Never flying you again!",SUPPORT,Seats & Upgrades,ESCALATE,Support issue likely requires case-specific or human handling.
199,403713,6,"1. @211558 Hi, Erin, please give us more details so we can give you a proper response.
2. @AmericanAir I went to book award travel and there was a $75 fee in order to do so (I had the necessary amount of miles to the travel).
3. @211558 Just like lower fare require advance purchase, the same goes with award travel. To avoid that fee, we require 21 days advanced notice.
4. @AmericanAir Okay-that makes more sense. Thank you for the quick reply.
5. @211558 You're welcome, don't hesitate to tweet us if you need us!
6. @AmericanAir Why do I have to pay a huge fee to use my award miles?",SUPPORT,Loyalty / AAdvantage,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
200,296878,3,"1. @185518 We've sent you a DM with details!
2. @AmericanAir I already messaged you guys my information ☹️
3. @185518 Please don't be upset, we'll get this fixed for you!",SUPPORT,Other / General Support,ESCALATE,Support issue likely requires case-specific or human handling.
