customer_text,americanair_response,customer_tweet_id,response_tweet_id,predicted_intent
@AmericanAir I have sent the Record locator over to you. Thank you for looking into this.,@212281 You're welcome. We'll take a look.,408086,408085,Other / General Support
.@13185 and @AmericanAir teamed up to surprise a brave young fan. #ThatsCub https://t.co/zR01kUkUUO,"@176804 We love you, Ethan! The entire #AATeam will always have your back. Keep fighting that fight!",408092,408089,Seats & Upgrades
Not good when @AmericanAir sticks you on a plane delayed for 90mins during #ALDS 9th #AmericanAirlines is anti #RedSox,@212284 We're so sorry for the delay and will get you to your destination as quickly as we can.,408179,408177,Flight Disruption
Love me some flight cancellations @AmericanAir,"@212285 We have your DM and will answer you there, Olivia.",408182,408181,Onboard Services
@AmericanAir Parents on DL420 delayed for JFK flow and will miss AA236 to FCO. Can you help?,@212286 Oh no. Please have your parents speak to an airport team member who will be happy to take a look at their booking.,408184,408183,Flight Disruption
"@212288 Actually, with 2.5 million miles just on @AmericanAir alone, I got over that fear a long time ago 👍🏼",@212287 These 2.5 million miles have been nothing short of an #AAdventure! We've loved every minute of it.,408186,408185,Loyalty / AAdvantage
@AmericanAir Can I message privately with you to try and resolve this issue? Need to get home,@212289 Of course. Please DM your record locator and details.,408191,408193,Other / General Support
@AmericanAir always with the cancels and delays. I’m switching to Spirit.,@212289 We always work hard to have on-time flights and we'd love another chance to impress you with our service.,408192,408190,Flight Disruption
"@AmericanAir Hung up on by customer service rep, flight cancelled, stuck in germany, told I would receive call/help home, rvcd no call/help",@212290 We're sorry that your flight cancelled. Please DM your record locator and we'll see what we can find to get you home.,408195,408194,Booking & Payment
"@AmericanAir Also, now I have to find a hotel in Charlotte and pay for it myself. Just horrible","@212291 Weather has created some challenges for us today and we're sorry that it impacted your trip, Jeff.",408198,408197,Baggage
The @AmericanAir rep just told the dude in front of me he has to drive to LaGuardia and they won’t pay his transport due to their delay.,"@212291 Our airport team will help to rebook for the best available flight, please have the customer continue to work with our airport team.",408201,408200,Flight Disruption
@americanair how about you guys not have arriving and departure time so damn close for connecting flights,@212391 You're able to select schedules that have varying connection times. Please let us know if we can help in someway.,408529,408528,Flight Disruption
Truly appreciative of @AmericanAir getting this flight off on time. Sloppy @SouthwestAir delayed me so often lately I was sick of traveling!,"@212067 We love that you picked us to fly you to where you're going this evening! We'll take good care of you, too.",408531,408530,Flight Disruption
@AmericanAir Terminal C - last few times it has also been C where they seem to do away w it. Normally nonissue - today 0.5 mile line,"@212392 Our priority line should be open until 9:30p daily in the Terminal B section, but close to C. We're sorry for the inconvenience.",408533,408535,Check-in & Airport
@AmericanAir Why no Priority line at DCA?  There is only one line (I have noticed this before  at DCA) - can AA do something about this?,"@212392 Hmm, that's strange. Where in DCA was this at?",408534,408532,Baggage
#Adios #California; see you again soon! @AmericanAir #LAX-#PHL #anniversary #getaway @19122 https://t.co/U8sKQs5ACj,"@212393 Sun, sand and a cocktail in hand. That's the best kind of #anniversarycelebration you can have! Thanks for including us.",408537,408536,Flight Disruption
@AmericanAir Gate represetive Joseph for this flight just saved a very bad start to a flight. Still not happy with this but happy with him.,@212394 We're happy Joseph saved the day and we're sorry for the rudeness you encountered earlier. We're glad to see you're now airborne.,408539,408542,Flight Disruption
"@AmericanAir flight 604 MSP to LAX near delay without explanation?
#delyed #noexplination #nosnacks","@212394 Our apologies for the wait, AA604 is delayed until 6:25p . Thanks for your patience.",408541,408538,Flight Disruption
"@AmericanAir 
Hour 15 of our honeymoon spent sitting in airport. Shocked by inept practices and lack of concern.",@212395 We are concerned and want you to start your honeymoon. Sorry for the lateness of the departure.,408544,408543,Flight Disruption
@AmericanAir It was more than one experience. Almost everytime me or my mom flew your airline we had a bad experience...still mad a year later,@212396 We're doing some flying to amazing places and would love to see you and your family on board!,408547,408545,Flight Disruption
Reminiscing with my family about how bad .@AmericanAir is and how we will never fly them again. Will forever be loyal to .@SouthwestAir,"@212396 We'd love to have another chance with you, Leah. We feel your past experience with us was outside the norm, and we hope to see you again.",408549,408548,Flight Disruption
"@AmericanAir Still not a good answer and very outdated practice. Airports aren't very ""drop-in"" friendly. Pay to park &amp; stand in line. Get w/the times!",@212397 We're sorry for any frustration this causes. We're always working towards improving our customers experience.,408551,408553,Baggage
"@AmericanAir Oh, &amp; @118706 is closed celebrating the day some Italian dude took what belonged to indigenous people &amp; claimed it a ""discovery."" 🙄","@212397 Yes, all paper vouchers needs to be mailed in or you can take it to the airport and our team will give you a ticket right away.",408552,408550,Onboard Services
"Hey @AmericanAir, how can AA95 depart JFK gate 37 at 6:30 when AA198 isn’t freeing up that gate until 6:15?","@212398 It hasn't been updated since that's not possible. That being said, there's a lot of traffic in JFK at the moment causing delays.",408556,408555,Flight Disruption
"@AmericanAir @5051 Funny. Matching donations for hurricane relief, but won't let me cancel my flight to Cuba despite attacks on US citizens. @AmericanAir sure knows how to pick what they support",@212399 Please DM us your record locator so we can take a closer look.,303695,408557,Booking & Payment
The @americanair app SUCKS...It has given me the wrong gate 4x now &amp; it’s just wasting space on my phone😒🙅🏼✈️👎🏽 #Delete #SorryNotSorry,"@212400 Our apologies for any misinformation, Sarah. If we can help, then please provide your flight number.",408559,408558,Flight Disruption
"been over a week and @AmericanAir has yet to responded to emails, tweets, and phone calls. Their customer service is severely lacking.","@212401 If you emailed Customer Relations, please DM the reference number and we can check on an update for you.",408562,408560,Other / General Support
@AmericanAir I've been rebooked at the airport already. Thanks.,"@212402 Perfect, we're here for you if you need us 24/7 via Twitter.",408564,408566,Baggage
Been sitting on this @AmericanAir plane for so long waiting to take off that I know I've already missed my connection. Fun. 🙄,@212402 We're very sorry for the extra travel time. Please DM your record locator if you need rebooking.,408565,408563,Flight Disruption
@AmericanAir The flight was not amazing... far from. Real professional your crew arguing in front of cabin,"@212403 Our sincere apologies. We know this situation was far from ideal, and we appreciate your feedback.",408568,408567,Other / General Support
@AmericanAir and late departure to go along with arguing crew- what’s new about that though...?,@212403 We want each flight to be #AAmazing and expect professionalism at all times. We're happy to see that you're on track to arrive in DFW early.,408570,408569,Flight Disruption
@AmericanAir @SouthwestAir I rhymed! Woohoo!,@212404 We'd love to have you fly with us to #AAmazing destinations anytime!,408572,408571,Flight Disruption
Hello Chicago!!! 🛬 Only bummer is @AmericanAir took my brand new hair spray! 😰maybe @83593  can send me a new one 🙏🏼 #badhairthistrip https://t.co/sES0tUpT2v,"@212405 If it was over 3 ounces, it would need to be checked. Sorry that your hairspray didn't make it though.",408577,408575,Loyalty / AAdvantage
@americanair #7879 #N829AN landing at #DFW #avgeek #aviation #aviationpreservation #boeing #787 https://t.co/ppLV1hzRNc,@212406 What a #prettybird!,408579,408578,Other / General Support
"@Delta PHL&gt;RDU cancelled and rebooked for 24hr later. No hotel voucher, no apology, and rude agents. Guess who's flying @AmericanAir ?",@212477 We know this one: Adam will be flying with us! You'll have an #AAwesome trip.,408877,408878,Flight Disruption
@19133 @137434 @AmericanAir Hey Guys!,@212492 Hi Sabrina and we hope you're having a terrific week.,408934,408933,Loyalty / AAdvantage
Thank you @AmericanAir for making good on your promises #colormeimpressed 💕,@168378 We love to help and are happy to hear we impressed you! Have an #AAwesome week.,408936,408935,Baggage
"@AmericanAir My primary concern is still the amount of miles I was given as compensation for the flight delay, which was the subject of my latest email.",@212493 Please continue working with our Customer Relations team via email with questions on their resolution. We're glad you have your bag.,408939,408941,Refund & Compensation
Now waiting for response. @americanair,"@212493 We're showing that your bag has been delivered and our apologies that it arrived after you, Emily.",408940,408937,Flight Disruption
@AmericanAir offered me a call back after 20 minutes and then put me on hold FOR AN ADDITIONAL HOUR. Can someone please explain that to me??,@212494 That's not the normal process when you choose the call back option. Have you been helped yet?,408943,408942,Flight Disruption
Time to board and let @AmericanAir get this adventure started! #MIA 2 #PHL 2 #VCE https://t.co/7Zg0xTOKIi,@212495 You'll be on your way shortly! Have a fantastic flight.,408945,408944,Flight Disruption
Also inflight movies/games/tv shows at no charge for a short flight? Go @AmericanAir,"@212496 Congratulations on your recent marriage, Robert! Thanks for the chance to take good care of you on such a special trip, too.",408947,408946,Seats & Upgrades
@AmericanAir is the worst airline out there. Consistently disappointing. they just cancelled my reservation as I got to the airport,@212497 We're sorry to hear the flight was missed. Please continue working with our airport team for the next steps.,408950,408948,Flight Disruption
".@AmericanAir you need more help @122122 in the rebooking line, I'm ready to be home. https://t.co/2Gqt3uvT22",@212499 We can help with rebooking so please DM your record locator and we’ll get you home soon.,408952,408951,Booking & Payment
@AmericanAir You don't have to wait. I'm on your plane in my comfy seat right now! You wanna come too?,@212500 That would be fabulous! It's a little crazy here helping those affected by Mother Nature today.,408955,408957,Seats & Upgrades
@AmericanAir Finally used a Systemwide today - thanks @AmericanAir!,@212500 Yay! We can't wait to have you fly with us and spoil you a little.,408956,408954,Check-in & Airport
"My @AmericanAir flight was just delayed, but David Johnson was EXTREMELY helpful. #patience",@212501 We'd love to recognize our David! Please DM your record locator and where he helped you. #AATeam,408961,408960,Flight Disruption
"despite everything, @AmericanAir I remained loyal but this basic economy wave is lame.","@212634 Basic Economy is an option that our customers can choose, but we do offer Main Cabin fares too. Thanks for your loyalty!",409463,409462,Booking & Payment
When the lady next to you almost puts her bare feet on you while popping her gum #worstpassengerever @AmericanAir should ban this. #shoeson https://t.co/VzAQog3u70,"@212635 We like to see shoes on too, Mel. We're sorry this happened.",409465,409464,Seats & Upgrades
24 hour flight from DC to Seattle thanks to @137434 😤 at least @AmericanAir hooked us up with extra row seats.,"@212636 We were looking for you and missed seeing you with us, Dan. Hope you'll be on board for your next trip.",409468,409467,Flight Disruption
"@AmericanAir Is part of your priority program, to allow priority members to go ahead when members of group 6, are already/in middle boarding?","@212637 If someone is an elite member or has priority status, then they can board anytime after their group is called.",409474,409478,Flight Disruption
@AmericanAir Ok. What about the constant baggage issue? Seems like this was avoided and not answered?,"@212637 You're welcome to bring a bag for the overhead bin. If the space is filling up, we may ask you to check it to the final destination.",409479,409480,Baggage
"@AmericanAir thank you, for being the worst customer service airline.  @JetBlue 1000x better https://t.co/899BItfb7h",@212637 We like to think we have terrific service and you sound let down. How can we help?,409476,409471,Other / General Support
@AmericanAir So plastic cups for a plane that never departed are worse than folks on plane with no AC?,@212722 You're always welcome to check with our crew if it's an option as they have access to the most updated information.,409788,409791,Flight Disruption
@AmericanAir Next time I won't fly on my bday and waste an extra 4 hours due to poor AA equipment and execution.,"@212722 Our sincere apologies for the extra time especially on such a special day. Once travel is complete, meet us back here in DMs. #congrats",409789,409792,Flight Disruption
AA#1632 - Spent an hour on a plane @ &gt;100 degrees before back to gate....no water from attendants...incompetence @AmericanAir,@212722 Our sincere apologies for any discomfort. Glasses have to be collected prior to take-off.,409790,409787,Flight Disruption
"@AmericanAir 6 hour flight for 2, 1 year old plane, neither entertainment system worked. 2.5M lifetime miles - any suggestions?","@212723 Was this only at your seats, and did you let the crew know? Please DM your record locator and we'll forward this.",409794,409793,Flight Disruption
I really hope @AmericanAir provides a hotel and accommodations for this ridiculous delay,@212724 Canceling flights is the last thing we like to do. Please see an airport rep about accommodations and rebooking.,409796,409795,Refund & Compensation
Forgot the joy of sitting at the airport watching your flight be delayed time and time again. At least I’m not in a rush @AmericanAir,"@212725 Thanks for your patience, Bryant. You should be on your way in about 20 minutes.",409800,409798,Flight Disruption
Never ever flying @AmericanAir EVER again.,@212726 We want you to fly with us again. Please give us another chance to change you mind.,409802,409801,Seats & Upgrades
"@AmericanAir - DO BETTER! Your directions for passengers on delayed flights are confusing, nonsensical and irrational! Last flight with AA!",@212727 Our apologies for any confusing info. Please let us know if we can help in someway.,409805,409804,Flight Disruption
Thought @AmericanAir accommodated newlyweds on their honeymoon flight even when flight isn't sold out...guess not #fail,@212728 Congrats on getting married! Please let us know if we can help with rebooking via DM.,409807,409806,Flight Disruption
Take off from @138523 on @AmericanAir! Cool #shadow! @202439 @16448 @212729 @64558 https://t.co/vjoKttZ1yz,"@195196 Up, up, and away! That shadow view is seriously too cool.",409809,409808,Seats & Upgrades
"Every time I take an @AmericanAir flight, it gets delayed for whatever reason. #badservice #gonnaMissMyFlight",@212730 We're happy to see you made your flight and sorry for the shorter than expected connection.,409811,409810,Flight Disruption
@AmericanAir aa1212 Nice landing. #GreasedIt,"@212731 We love smooth landings and have some of the best pilots in the business, Michelle. Enjoy your night.",409813,409812,Flight Disruption
"Say u order 🍕

But the 🍕 is 12hrs late

And its taken to the wrong city

After sleeping in O'Hare

Would u pay full price?

Cc @AmericanAir",@212732 Our apologies for the delay. Please let us know if we can help in someway via DM.,409815,409814,Baggage
Canceled trip to Puerto Rico @JetBlue so easy &amp; helpful! @AmericanAir no cancelation policy..worst experience ever. AA should be embarrassed,@212733 We do have a Travel Alert in place for Puerto Rico that allows you to make changes. Please take a look: https://t.co/kNkPUilgez.,409820,409818,Refund & Compensation
@AmericanAir I can't help but notice how @AmericanAir went silent after I caught them in an apparent lie.,@212498 Weather and air traffic control are outside of our control. Often times weather causes air traffic control delays. Thanks for your patience.,409824,409825,Booking & Payment
@AmericanAir @212734 And why is it that @AmericanAir is allowed to just shrug its shoulders when it can't deliver the only service it provides?,@212498 We're sorry that your flight was canceled due to air traffic congestion. It's never our intention to delay you getting home.,409823,409821,Baggage
"@212735 Well thanks to @AmericanAir , I can’t even get out of LGA 😩🙄","@212734 We do everything we can to get you to where you're going on time, every time. Occasionally, things may crop up, like bad weather.",409829,409828,Check-in & Airport
@AmericanAir seriously? still no response. i will be telling everyone not to book flights with you #badcustomerservice #CustomerService,@212839 We're sorry for the delay in responding and that they had added travel time to get back home.,410170,410168,Other / General Support
Determine to carry his own carry on bag all by himself aboard @AmericanAir this evening. Homeward bound! #tmom #ranchvacation https://t.co/T6qkZzXrYp,"@180569 Okay, this is downright adorable. We hope you both have a great flight, we're thrilled to be taking you #homesweethome!",410173,410172,Baggage
@AmericanAir been sitting at the gate for flight #3600 to LGA 2 hours and no updates on delay. You clearly do not value your customers time.,@212840 You should be on your way very shortly. Our sincere apologies for the delay.,410175,410174,Flight Disruption
@AmericanAir Of course. And I appreciate that. But did AA build a plane that can't accommodate full capacity of people &amp; fuel?  What am I missing?,@212841 There are a lot of factors that our crew and airport team make to ensure we're ready for departure. We thank you again for your cooperation.,410177,410179,Seats & Upgrades
@212842 @AmericanAir  https://t.co/yBpmEwBp4x,"@212841 Safety is our top priority and our apologies for the inconvenience this caused, David.",410178,410176,Loyalty / AAdvantage
@AmericanAir To whom should a complaint about my own headphones being broken on my flight by a crew member be directed to?,"@212843 Woah, please share more details with us via DMs and include your six letter record locator.",410185,410184,Seats & Upgrades
Heading home on the @AmericanAir #Boeing #787 (#N821AL) #avgeek https://t.co/roSMFln5xv,"@183180 We're happy to have you on board! Enjoy your flight, and have a fantastic evening.",410187,410186,Booking & Payment
#CanyonFire2 as seen after take off from @212844 on @AmericanAir Flt. 1248 https://t.co/e9MIf8kFUR,"@121138 It's a pleasure to have you on board, Julie.",410189,410188,Seats & Upgrades
@AmericanAir so how do I give the compliment thing if I don't have my cards?,@212845 You're already doing it by letting us know and we're quite excited to hear how well Brian is taking care of you. #AATeam,410193,410191,Other / General Support
"@AmericanAir not sure why flight 647, JFK to CLT, was canceled the evening but we are really inconvenienced! Not a happy customer right now.","@212846 This was cancelled due to a previous air traffic control delay, Richard. We appreciate your understanding.",410196,410194,Other / General Support
I need @AmericanAir help tracking lost luggage #AmericanAirlines,@212847 We're hard at work to reunite your customer with their luggage and updates can be found here: https://t.co/Lts67cwTlN,410199,410197,Other / General Support
Ensconced in 10C (last second UG!) on @AmericanAir A321T to SFO. Nice new amenity kit! With zipper! See you at #MongoDB SF on Thursday? https://t.co/sEIAfv1uxc,@212848 We're glad to see you made it! Enjoy our fabulous new kits. Time to sit back and relax. Our team will take great care of you.,410201,410200,Flight Disruption
@AmericanAir Trying to reschedule flight for bad weather. Asked to pay 500$? Appreciate if you can be like @SouthwestAir or @126403.,@212948 We're able to rebook you without a cost if you're on our flight and weather impacted it. Please provide more details thru DMs.,410642,410641,Flight Disruption
@AmericanAir @212949 shame you're not crew. Aa711 just returned to the bloody gate for one that was late 😡,@168777 Our Captain is going to make up some great time in the air for you. We’re glad to see you’re in the air. We'll have you #homesweethome.,410644,410647,Flight Disruption
@AmericanAir 4 hour wait so far. Only 2 more to go. How about you comp my airport snacks?,@212949 Our airport team will take a look at this for you and may be able to help you out with that!,410645,410648,Flight Disruption
"Roses are red 
Connection missed by a hair 
First flight was delayed 
WTF @AmericanAir",@212949 We’re sorry to learn you missed your flight. Our airport team will gladly assist you with the next available option.,410646,410643,Flight Disruption
"@AmericanAir DISAPPOINTED Cancelled flt, get home tomorrow at 730pm, meal voucher a joke, 2 full days gone. No Customer service to talk to",@212950 It's never our intention to disappoint you and our apologies for the cancelled flight and delayed trip home.,410651,410649,Loyalty / AAdvantage
"@AmericanAir You didn't give ANY notice, if I hadn't called alaska air about a set change I don't know when I would've found out","@212951 Our sincere apologies, if this was booked with a third party then contact info may not have been shared with us,",410653,410655,Flight Disruption
Annoyed with @AlaskaAir and @AmericanAir for their flight changes with ZERO notice!!! #livid,"@212951 We try to give as much notice as we can and our apologies for the change to your flight, Nicole.",410654,410652,Flight Disruption
"@AmericanAir why pull us out onto the runway only to tell us we’re sitting here for 40 min.. flight 1526
#bullshit",@212952 That's odd since we're showing flight 1526 pulled out of the gate at 12:16p and took off at 12:31p.,410658,410657,Flight Disruption
"@AmericanAir Hello, are One World Emeralds traveling in CX J eligible for flagship first dining at JFK?","@212953 In order to access JFK's Flagship First Dinning, you must be traveling in First Class on a flight operated by us.",410661,410660,Baggage
@AmericanAir I have yet to hear back from you regarding your plans to resolve the issue I experienced on your flight a couple of weeks ago.,@212954 An internal review was done based on the remarks you provided and the results won't be shared with us for privacy.,410664,410662,Other / General Support
@AmericanAir we are like cattle waiting for over 50 minutes on a packed bus to ride our sardine can to Syracuse. Surely you can do better,@212955 Our apologies for the wait today on the bus and we'll get you to Syracuse as quickly as we can.,410666,410665,Flight Disruption
You would think with the money we spent you guys would have enough snacks.. especially after being delayed 3 times @AmericanAir,@213077 Delays are what we work hard to avoid and we're sorry for the inconvenience this caused.,411205,411204,Flight Disruption
When you're so good at your job your boss pays for your @AmericanAir  elite status 😍😍😍#omwtoplatinum,@213078 That's the best way to get status: as a perk for work! We love to see you so often on board.,411207,411206,Loyalty / AAdvantage
@AmericanAir what’s the procedure when my flights been delayed five times? This is ridiculous. Paid extra for direct flight as well.,@213079 We're sorry that you've been delayed. Please send us a DM when you reach your destination and we'll take a look.,411210,411208,Flight Disruption
@AmericanAir Give my regards to the crew of flight 1940 Tampa to Charlotte! Superb!,@189546 It'll be our pleasure to share your kind words with our #AATeam on board flight 1940. Let's do it again soon!,411212,411214,Flight Disruption
@AmericanAir my chariot awaits! https://t.co/0DRDrkCxjh,"@189546 Your trusty steed is waiting to take you beyond the clouds. Welcome, Dan!",411213,411211,Seats & Upgrades
@AmericanAir thanks. I just missed my job interview because you delayed my flight and gave another Flight our plane.,@213080 Oh no. We're very sorry to hear this happened and we'll get you going as quickly as we can.,411216,411215,Flight Disruption
Thanks @AmericanAir. My mom collapsed at the airport and was rushed to the ER. now they won't let us get another flight w/o charging​ a ton.,"@213189 Please DM your record locator, we'd like to take a closer look. We're very sorry to hear of this situation.",411586,411585,Flight Disruption
50 tons of supplies ready to go to #PuertoRico Just need a plane to get supplies there. Who can help? Thank you @AmericanAir @Delta @SouthwestAir @JetBlue @137434 https://t.co/abJiAoaL93,@213190 Please call our AACargo team for info in sending your supplies. Thanks for helping! https://t.co/XhzochHxyX,411588,411587,Other / General Support
@AmericanAir Hey hey! Air is on for this one! 🌬❄️✈️,"@213191 We want you to be cool on board and are glad that the A/C is working today, Sam.",411590,411589,Loyalty / AAdvantage
.@116462 is just as slow and unresponsive on @AmericanAir as it is on @Delta 🙄 #SlowGo #NoGo #GogoFAIL #AA1198 #FlyingMistress,"@188231 We're sorry that your connection is slow. @116462, can you please assist our customer?",411593,411592,Onboard Services
"American Airlines:  We have power outlets at all of our seats!
Also American Airlines:  None of them work!
@AmericanAir #AmericanAirlines",@164082 We're sorry that the outlet didn't work. Please let a crew member know so they can file a report.,411596,411594,Refund & Compensation
@AmericanAir I'm so excited I can't spell. *fare.,@213192 Please give our reservations team a call at 800-433-7300 to go over options.,411601,411602,Flight Disruption
Why is it harder to find an inexpensive ticket to get to SJU post Huracán Maria? @JetBlue @Delta @AmericanAir it costs more to bring relief.,@213192 We've capped our one-way nonstop fares from/to SJU for $99 before taxes and are also waiving bag charges.,411600,411597,Onboard Services
@AmericanAir You were right! Great experience so far. https://t.co/CsYrI7jyz2,@213251 We're so jealous that you got to visit the Flagship Lounge and it's just the beginning to a terrific European trip!,411863,411865,Seats & Upgrades
"@AmericanAir 😀 service has been great too. 

... so no sneak peek then? 🤣","@213251 We like the suspense, Mike! You'll get to see it real soon.",411864,411862,Other / General Support
"Hey @AmericanAir, this remodeled @19396 at ORD, concourse H rocks! Can I get a sneak peak of that Flagship Lounge on floor two? 😉 https://t.co/1pFr2ircof","@213251 We're so glad you're liking the new Club at Chicago, Mike!",411867,411866,Loyalty / AAdvantage
@AmericanAir currently in the midst of having THE worst flight experience. How do I speak to someone about the discrimination I experienced?,@213273 American Airlines doesn't tolerate discrimination of any kind. DM your record locator and details.,411955,411954,Onboard Services
"@AmericanAir They tried rebooking, but it would be Thursday before reaching their destination and offered no refund. Absolutely embarrassing.",@213274 Our phone team will be happy to help them with all available options.,411957,411959,Refund & Compensation
@AmericanAir has the worst service. In-laws have to cancel their trip to Scotland with flights canceled for 2 days. No compensation or help.,@213274 We're very sorry that they had to cancel their trip. Please have them call 800-433-7300 for rebooking or refund options.,411958,411956,Other / General Support
This gate agents for my flight on @AmericanAir are a straight mess tonight! I've been watching her be rude to folks at the counter for 30min,"@190871 That's not good and we're sorry for the rudeness you witnessed this evening, Brittany.",411961,411960,Flight Disruption
@AmericanAir Hello! I would like to change my flight on Tuesday to an earlier one. What is the best way to go about this?,@213275 You may be able to do a Same Day Flight Change. You can see details here: https://t.co/ZtcjNpklsL.,411963,411962,Flight Disruption
I'll never get tired of soaring through the air. Thanks for the solid flying from SAN ➡ JFK @AmericanAir :) https://t.co/SIb2FTT1U8,"@213276 What an amazing view you have there, Sam! Thanks so much for flying with us.",411965,411964,Flight Disruption
@212477 @Delta Time to switch to @AmericanAir .  They always answer my tweets in minutes and offer help for problems,"@129456 Thanks for the support! We can't wait to fly you to #AAmazing destinations, Adam.",411967,411966,Flight Disruption
@AmericanAir 3 hour delay not good. Safety first!  Flight crew and outside staff of #2430 to Columbus are awesome! They made you look good!,"@213277 We're so happy to hear that our #AATeam was #AAwesome. Our apologies for the delay, thanks for your kind words.",411972,411970,Flight Disruption
@AmericanAir Question still - why do I pay for first class and your code share has me I. The back with zero way to change it? I miss Star Alliance.,"@213278 We're showing the fare purchased is a main cabin ticket. An electronic upgrade cleared on our flight, WestJet is confirmed the main cabin.",411974,411976,Onboard Services
"@AmericanAir I bought first class non-refundable. Oh, and Just stop. Arguing with one of your best customers on social media is a bad business model.",@213278 We sure don't want you to be upset with us. You're welcome to meet us in DM.,411978,411979,Onboard Services
@AmericanAir Canceling when I actually get to YWG - already booked the other on Air Canada - YVR. Will cancel that return when I YVR,@213278 Not a problem. We're here for you if you need any assistance.,411975,411973,Flight Disruption
Could @AmericanAir do a worse job interfacing w/ @136906 ? firstclass on AA - steerage on WJ! Canceled return flights rebooked w/@135156,"@213278 We're still showing you returning. If you'd like us to cancel the return, please let us know so you can maintain the value of the ticket.",411981,411980,Loyalty / AAdvantage
Had the @AmericanAir booking crash twice when choosing Iceland as the CC billing address. Both in a browser and the app. #avgeek #PaxEx https://t.co/u0eybtxVfs,"@213279 If you try to change the country to Iceland, it's not listed, which is why you're getting the error. Our apologies.",411984,411982,Flight Disruption
@AmericanAir #AA1516 crew very friendly and attentive. Not cool been on tarmac @10286 for another hour... and counting,@213280 We're glad that the crew was attentive during the air traffic delay. Your arrival time is now 10:37p.,411986,411985,Flight Disruption
When @AmericanAir won't give you a food voucher for a 2 hour plane delay. Sorry I wanted to save a little since I have to pay to get home!!!,"@213281 This isn't the experience we wanted you to have. Sorry for the delay, Cassidy.",411988,411987,Flight Disruption
"walked into the fresno airport to ""boomer sooner"" by an @AmericanAir employee. had a good chat and he even waived my bag fees. thank you sir",@213411 We're glad to hear you made it! Thanks for flying with today.,412444,412443,Baggage
@AmericanAir I've received a voucher for flights as I deferred from an overbooked flight to a later flight and have some questions...,"@213412 Hey there! Give us a call, we'll be happy to go over all your questions: https://t.co/Y3rvFjdG3o",412446,412445,Flight Disruption
@AmericanAir the announcement came in! Ten min till takeoff. #FriendsAgain,@213413 We're sorry to hear you're not feeling well and for the late departure. We're glad you're now home.,412448,412447,Flight Disruption
@AmericanAir I can’t understand why you won’t give me a seat assignment.  Sacrificing service for revenue.  Too bad #badcustomerservice,"@213476 We're happy to take a peek, William. Please DM your record locator.",412641,412640,Seats & Upgrades
.@AmericanAir Just wanted to say thanks for a great experience on our flight from LAX to Honolulu. Family loved the free in-flight movies and music. Thanks! #friendlyservice,@213477 Thanks for choosing us to share this wonderful #AAdventure with!,412643,412642,Flight Disruption
@AmericanAir sucks! Online says my mom's flight is halfway...yet she just text me saying takeoff now at 7:20 with a picture of the ground... https://t.co/JuFITYtLen,@213518 We've had some Air Traffic Control delays due to bad weather in that area. We appreciate your patience.,412759,412757,Flight Disruption
@AmericanAir honestly I am not surprised you're turning into an airline that charges for every little thing. Way to go on that service.,@213519 We offer our customers the option to pick what's important to them. Please let us know how we can assist.,412761,412760,Flight Disruption
@AmericanAir Ok thanks,@213520 We value your loyalty and business. We're taking a closer look and will contact you via DM shortly.,412763,412765,Check-in & Airport
"Worst customer service at LGA airport from Gate 8.  I need to file a complaint, can you please send me the link? @AmericanAir thanks.",@213520 We can help you here. Please share your record locator and details via DM.,412764,412762,Baggage
@AmericanAir you guys cancelled my flight and forced me to take a $50 taxi to LGA... after telling me I should fly to LA to get to Charlotte,@213521 We dislike when flights cancel and do all we can to avoid them. We're glad to see you made it to the new flight.,412767,412766,Other / General Support
@AmericanAir Can spouses board together even if their priority groups are different?,@213522 You'll each need to board with the group you're assigned. We can't wait to see you both!,412769,412768,Seats & Upgrades
@AmericanAir And it means another day away from OK 😜,"@213523 We're sorry that your connection was missed, Jessica. We'll get you back to OK as soon as possible.",412771,412770,Flight Disruption
@151271 @AmericanAir Thanks for the reply now we are on our third plane and waiting 7 hours to leave. This is just awful on #AmericanAirlines,"@213524 You should be on your way at 8:25p, and we really appreciate your patience.",412777,412774,Flight Disruption
@AmericanAir Well I’m sorry doesn’t help very much especially landing in Lisbon for a connection and not a soul around to help from AA.,@213525 We're sorry to hear that. Feel free to give us a call for help: https://t.co/Y3rvFiW5bQ,412781,412783,Booking & Payment
@AmericanAir just a quick shout out for making my second honeymoon travel terrible so far. Not to mention I can’t even sit next to my wife,"@213525 Smooth honeymoons, whether first or second, are what we strive to provide and our apologies that we disappointed you, Kevin.",412782,412780,Flight Disruption
@AmericanAir glad you let me book this flight with my miles. Rewarded with logistical incompetence. Thanks!,@213624 We see you're on your way now. Thanks for your patience this evening.,413202,413201,Loyalty / AAdvantage
@AmericanAir #philly #phl When waiting for luggage takes longer than the flight...that's a problem. Silver lining: I got my 10000 steps in,"@213625 We love our #AirportCardio! We're sorry for the wait for baggage, and we appreciate your patience.",413204,413203,Flight Disruption
@AmericanAir losing a clients luggage for 2 weeks stay in Australia makes for a bad time for a traveler need assistance #AATeam,@212847 Please have the customer reach out to us directly. They can also work with our Baggage team at 800-535-5225.,413209,413205,Baggage
